id,lat,lon,moisture,is_dry_reference,dry_reference_id,dry_row,dry_col,target_row,target_col,fitted_L_um,rmse,r2,valid_wavelengths_used,predicted_moisture_linear,calibration_provisional,calibration_n_points,calibration_slope,calibration_intercept,calibration_r2
47,43.14111944,-77.50308333,0.2348,False,46,2928,2303,2920,2295,0.0,0.004093003755014413,0.9850197880861401,153,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
46,43.14105556,-77.50297778,0.1112,True,46,2928,2303,2928,2303,0.0,0.0,1.0,337,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
45,43.14120833,-77.50291111,0.1715,False,46,2928,2303,2911,2309,0.0,0.00435261171690859,0.9763189658921353,153,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
44,43.14123611,-77.50276389,0.343,False,46,2928,2303,2908,2321,123.0,0.01387820242853059,0.6101169638117092,153,0.2817672796561935,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
48,43.14127222,-77.50266667,0.4045,False,46,2928,2303,2905,2329,2000.0,0.03581113507751046,-250.75889871091212,153,0.40826581230114434,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
49,43.14135,-77.50314444,0.4435,False,46,2928,2303,2895,2291,0.0,0.028716203209989057,0.708052214115684,153,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
41,43.14141667,-77.50310556,0.4533,False,46,2928,2303,2887,2294,0.0,0.03227564289341123,0.6340364019003888,153,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
43,43.141475,-77.50300833,0.1691,False,46,2928,2303,2881,2302,0.0,0.024964947976132062,0.7590811786986179,153,0.27347781800711046,False,8,6.739399714701694e-05,0.27347781800711046,0.12077447842103084
