lims_pedon_id,user_pedon_id,LRR,MLRA,approved_indicators_present,number_approved_indicators_present,has_at_least_one_approved_indicator_present,number_applicable_priority_indicators,number_not_demonstrated,number_insufficient_information,all_applicable_indicators_insufficient_information,interpretation,likely_neon_site_code,areasymbol,mukey,musym,muname,nasis_taxon_name,nasis_taxonomy,match_confidence,match_evidence,selected_cokey,selected_compname,selected_comppct_r,selected_majcompflag,selected_drainagecl,selected_hydricrating,selected_hydric_criteria,ssurgo_hydric_rating,high_confidence_ssurgo_match,ssurgo_hydric_yes,ssurgo_hydric_no,field_indicator_present,has_explicit_negative_morphology_evidence,complete_priority_indicator_evaluation,evidence_class,core_reference_cohort,conflict_flag
34497,S2015KS045108,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS045,2421220.0,7550,"Rosendale-Bendena silty clay loams, 3 to 40 percent slopes",Martin,"Fine, smectitic, mesic Aquertic Argiudolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317596.0,Martin,10.0,No ,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34498,S2015KS045109,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS045,2421224.0,7305,"Martin silty clay loam, 7 to 12 percent slopes, eroded",Martin,"Fine, smectitic, mesic Aquertic Argiudolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317462.0,Martin,85.0,Yes,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34499,S2015KS045110,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS045,1468833.0,7302,"Martin silty clay loam, 3 to 7 percent slopes",Muscotah,"Fine, smectitic, mesic Aquertic Hapludolls",AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,,,,,,,,,False,False,False,False,True,False,LINKAGE_UNRESOLVED,False,False
34500,S2015KS087100,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2505132.0,7501,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,"Fine, smectitic, mesic Oxyaquic Vertic Hapludalfs",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317933.0,Pawnee,85.0,Yes,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34501,S2015KS087101,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2505132.0,7501,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,"Fine, smectitic, mesic Oxyaquic Vertic Argiudolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317933.0,Pawnee,85.0,Yes,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34502,S2015KS087102,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2505132.0,7501,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wamego,"Fine, smectitic, mesic Typic Hapludalfs",UNMATCHED,No candidate has adequate name or taxonomic agreement.,,,,,,,,,False,False,False,False,True,False,LINKAGE_UNRESOLVED,False,False
34503,S2015KS087103,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2505132.0,7501,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,"Fine, smectitic, mesic Aquertic Argiudolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317935.0,Wymore,2.0,No ,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34504,S2015KS087104,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2420313.0,7550,"Rosendale-Bendena silty clay loams, 3 to 40 percent slopes",Rosendale,"Fine, mixed, superactive, mesic Typic Hapludolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317777.0,Rosendale,55.0,Yes,Moderately well drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34505,S2015KS087105,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2420242.0,7254,"Grundy silty clay loam, 3 to 7 percent slopes, eroded",Grundy,"Fine, smectitic, mesic Aquertic Argiudolls",EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,26317872.0,Grundy,85.0,Yes,Somewhat poorly drained,No,,no,True,False,True,False,True,False,PARTIAL_NEGATIVE_SUPPORT,False,False
34506,S2015KS087106,M,106,,0,False,11,1,10,False,Indicator evidence only; no final hydric/nonhydric label assigned.,UKFS,KS087,2420313.0,7550,"Rosendale-Bendena silty clay loams, 3 to 40 percent slopes",Oska,"Fine, smectitic, mesic Vertic Argiudolls",AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,,,,,,,,,False,False,False,False,True,False,LINKAGE_UNRESOLVED,False,False
