lims_pedon_id,user_pedon_id,latitude,longitude,LRR,MLRA,MLRA_ID,MLRA_NAME,LRR_NAME,LRR_MLRA_source,spatial_match_status
37917,S2016AL007015,32.910222222,-87.4210833332,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37918,S2016AL007016,32.9702499998,-87.4152500004,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37919,S2016AL007017,32.9099166668,-87.4089166662,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37920,S2016AL007018,32.9161777782,-87.39,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37921,S2016AL007020,32.955847222,-87.4270527776,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37922,S2016AL007021,32.9499499999,-87.4077972221,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37923,S2016AL007023,32.9293777773,-87.4121638891,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37924,S2016AL007024,32.9239333332,-87.4217666668,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37925,S2016AL007025,32.8993388885,-87.3965666664,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37926,S2016AL007026,32.8997499995,-87.4492499997,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37927,S2016AL007027,32.8911805555,-87.4315444448,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37928,S2016AL007029,32.9014166666,-87.4322888893,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37929,S2016AL007030,32.9542999998,-87.4035972221,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37930,S2016AL007031,32.8991222222,-87.3892861111,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37931,S2016AL007032,32.9104722224,-87.4210555556,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37932,S2016AL007044,32.9527499998,-87.3977666664,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39260,S2018AL023002,31.8068056,-88.1939722,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39261,S2018AL023003,31.8081944,-88.1883333,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39262,S2018AL023006,31.8141583,-88.1875333,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39263,S2018AL023007,31.8124167,-88.2002778,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39264,S2018AL023009,31.8114444,-88.1811528,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39265,S2018AL023011,31.8258361,-88.1830861,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39266,S2018AL023012,31.8081,-88.1800611,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39267,S2018AL023014,31.8105,-88.1992222,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39268,S2018AL023015,31.8157778,-88.1916417,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39269,S2018AL023016,31.8177944,-88.1845778,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39270,S2018AL023017,31.8416583,-88.16845,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39271,S2018AL023019,31.8187,-88.194775,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39272,S2018AL023020,31.8247444,-88.1926222,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39273,S2018AL023021,31.8344333,-88.1703139,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39274,S2018AL023022,31.8154167,-88.2043333,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39275,S2018AL023023,31.8088583,-88.1800694,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39276,S2018AL023027,31.8168056,-88.2002778,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39277,S2018AL023029,31.8308083,-88.1711139,P,133C,185.0,Gulf Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38659,S2017AZ019004,31.9068055555,-110.8154166666,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38660,S2017AZ019007,31.8976944446,-110.875222222,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38661,S2017AZ019013,31.8098055553,-110.8938888888,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38662,S2017AZ019014,31.8739444446,-110.8870833333,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38663,S2017AZ019018,31.8978611108,-110.9082777775,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38664,S2017AZ019023,31.8525833333,-110.8579722224,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38665,S2017AZ019024,31.8136388884,-110.8067499997,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38666,S2017AZ019026,31.8333333333,-110.84375,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38670,S2017AZ019043,31.91,-110.8373333332,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38667,S2018AZ019003,31.8404722224,-110.9170555555,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38668,S2018AZ019008,31.8669166666,-110.8148888884,D,41,41.0,Madrean Archipelago,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38669,S2018AZ019016,31.9053611108,-110.8469722217,D,40,40.0,Sonoran Basin and Range,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39248,S2018CA019002,37.030584,-119.281624,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39249,S2018CA019004,37.037565,-119.269463,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39250,S2018CA019005,37.032258,-119.263067,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39251,S2018CA019008,37.029275,-119.276133,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39252,S2018CA019010,37.035056,-119.273853,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39253,S2018CA019012,37.030637,-119.276819,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39254,S2018CA019015,37.038204,-119.251802,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39255,S2018CA019016,37.02852,-119.252873,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39256,S2018CA019019,37.030717,-119.245806,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39257,S2018CA019025,37.03775,-119.258363,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39258,S2018CA019026,37.030264,-119.270468,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39259,S2018CA019028,37.02531,-119.273376,D,22A,22.0,Sierra Nevada and Tehachapi Mountains,Western Range and Irrigated Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37888,S2017CO013008,40.1512805555,-105.4727805556,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37889,S2017CO013009,40.1543499999,-105.4752888891,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37890,S2017CO013010,40.186711111,-105.5410888889,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37891,S2017CO013011,40.2012611111,-105.4836194444,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37892,S2017CO013012,40.1999388885,-105.4924194441,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37893,S2017CO013013,40.1958111106,-105.4914000002,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37894,S2017CO013014,40.1973305553,-105.4686111111,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37895,S2017CO013015,40.1973611111,-105.4720499997,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37896,S2017CO013016,40.1615694448,-105.5345305555,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37897,S2017CO013017,40.1630305555,-105.5423694441,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37898,S2017CO013018,40.1636611111,-105.539211111,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37899,S2017CO013019,40.1580194446,-105.5436111111,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37900,S2017CO013020,40.1785444439,-105.5358166665,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37901,S2017CO013021,40.1651444445,-105.5322944439,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39374,S2018CO013001,40.04221,-105.55876,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39375,S2018CO013003,40.05132,-105.56487,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39376,S2018CO013005,40.04379,-105.56975,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39378,S2018CO013007,40.037939,-105.563,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39379,S2018CO013008,40.05455,-105.567673,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39380,S2018CO013011,40.03416,-105.55553,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39381,S2018CO013014,40.05092,-105.54801,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39382,S2018CO013015,40.04025,-105.57253,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39383,S2018CO013016,40.04836,-105.54261,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39384,S2018CO013018,40.05269,-105.58386,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39385,S2018CO013022,40.03871,-105.557,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39386,S2018CO013026,40.04948,-105.57191,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39387,S2018CO013029,40.05274,-105.566,E,48A,52.0,Southern Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37933,S2016FL107002,29.7036111111,-81.8569444444,U,155,215.0,Southern Florida Flatwoods,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37934,S2016FL107003,29.694811111,-81.9476000001,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37935,S2016FL107005,29.7225,-81.9858333333,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37936,S2016FL107007,29.6900888888,-81.9628000005,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37937,S2016FL107008,29.6986138884,-82.0177472222,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37938,S2016FL107010,29.6916666666,-81.9419444444,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37939,S2016FL107011,29.7214277776,-81.9872277779,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37940,S2016FL107013,29.6819722217,-81.9618055555,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37941,S2016FL107014,29.6926666662,-81.9583611112,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37942,S2016FL107015,29.7100694444,-81.9694999999,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37943,S2016FL107016,29.6822083335,-81.9677,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37944,S2016FL107017,29.7036888888,-81.9920000002,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37945,S2016FL107018,29.6864527776,-81.9429166666,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37946,S2016FL107020,29.6958083332,-81.9594194444,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37947,S2016FL107021,29.6955888885,-81.9532000001,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37948,S2016FL107022,29.6892999998,-81.9609000004,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37949,S2016FL107023,29.7225333335,-81.9856444443,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37950,S2016FL107024,29.7238444444,-81.9868805556,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37951,S2016FL107026,29.6934000004,-81.9922999996,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37952,S2016FL107031,29.6887888887,-81.9912972222,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37953,S2016FL107048,29.6792222224,-81.9464166662,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37954,S2016FL107050,29.6895055553,-82.0055916664,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37955,S2016FL107051,29.6775777774,-82.0079111109,U,154,214.0,South-Central Florida Ridge,"Florida Subtropical Fruit, Truck Crop, and Range Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37865,S2015GA007001,31.1960833337,-84.4733444446,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37866,S2015GA007003,31.2080527777,-84.4697277779,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37867,S2015GA007004,31.2103611108,-84.4685305555,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37868,S2015GA007005,31.1975138886,-84.4916055557,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37869,S2015GA007006,31.1832277774,-84.4548222223,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
