lims_pedon_id,user_pedon_id,latitude,longitude,areasymbol,mukey,musym,muname,likely_neon_site_code,lab_proj_name,submit_proj_name,nasis_taxon_name,nasis_taxonomy,candidate_component_count,candidate_components,match_confidence,match_evidence,alternatives_rejected,selected_cokey,selected_compname,selected_comppct_r,selected_majcompflag,selected_taxorder,selected_taxsuborder,selected_taxgrtgroup,selected_taxsubgrp,selected_taxpartsize,selected_localphase,selected_otherph,selected_drainagecl,selected_hydricrating,selected_hydric_criteria,selected_hydric_criteria_keys
39304,S2018WA059002,45.811136,-121.990738,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, mesic Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39305,S2018WA059011,45.8345992,-121.983504,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, frigid Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39306,S2018WA059012,45.840464,-121.863428,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Vitrandic Humudepts,"Loamy-skeletal, mixed, superactive, mesic Vitrandic Humudepts",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39307,S2018WA059013,45.835772,-122.018913,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, frigid Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39308,S2018WA059016,45.826278,-121.993817,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, mesic Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39309,S2018WA059019,45.819727,-121.968838,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, mesic Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39310,S2018WA059024,45.848969,-121.996819,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, frigid Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39311,S2018WA059026,45.842573,-122.008611,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Vitric Hapludands,"Medial-skeletal, amorphic, frigid Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39312,S2018WA059027,45.818731,-121.975891,WA760,2511987,NOTCOM,No Digital Data Available,WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, mesic Vitric Hapludands",1.0,NOTCOM [26616659; 100%; nan],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39313,S2018WA059070,45.824059,-121.955549,WA659,1385487,120,"Stabler loam, 0 to 8 percent slopes",WREF,C2018USWA105,Site_C NEON_1_WREF,Stabler,"Medial, amorphic, mesic Vitric Hapludands",1.0,Stabler [26588010; 100%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,,26588010,Stabler,100,Yes,Andisols,Udands,Hapludands,Vitric Hapludands,medial,,,Well drained,No,,
39374,S2018CO013001,40.04221,-105.55876,CO645,762993,7701C,"Leighcan family, 40 to 75 percent slopes, south aspects",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Typic Haplocryalfs",4.0,Leighcan family [26663635; 85%; No] | Catamount family [26663633; 5%; No] | Scout family [26663634; 5%; No] | Rock outcrop [26663636; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39375,S2018CO013003,40.05132,-105.56487,CO645,763013,8776B,"Moran family-Lithic Cryorthents-Rubble land complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Typic Humicryepts",4.0,Moran family [26663723; 60%; No] | Lithic Cryorthents [26663724; 20%; No] | Rubble land [26663725; 15%; No] | Leighcan family [26663722; 5%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39376,S2018CO013005,40.04379,-105.56975,CO645,762986,7201B,"Leighcan family, till substratum, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Typic Dystrocryepts",4.0,Leighcan family [26663599; 85%; No] | Haplocryalfs [26663596; 5%; No] | Eutrocryepts [26663597; 5%; No] | Haplocryolls [26663598; 5%; No],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Haplocryalfs (26663596): weaker name/taxonomy score 4.7; Eutrocryepts (26663597): weaker name/taxonomy score 4.7; Haplocryolls (26663598): weaker name/taxonomy score 4.7,26663599,Leighcan family,85,Yes,Inceptisols,Cryepts,Dystrocryepts,Typic Dystrocryepts,loamy-skeletal,till substratum,,Somewhat excessively drained,No,,
39378,S2018CO013007,40.037939,-105.563,CO645,766495,7202B,"Leighcan family, till substratum-Cryaquolls complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Typic Haplocryalfs",5.0,Leighcan family [26663606; 60%; No] | Cryaquolls [26663607; 25%; Yes] | Typic Cryaquepts [26663603; 5%; Yes] | Water [26663604; 5%; Unranked] | Frisco family [26663605; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39379,S2018CO013008,40.05455,-105.567673,CO645,763013,8776B,"Moran family-Lithic Cryorthents-Rubble land complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal over fragmental, mixed, superactive Typic Humicryepts",4.0,Moran family [26663723; 60%; No] | Lithic Cryorthents [26663724; 20%; No] | Rubble land [26663725; 15%; No] | Leighcan family [26663722; 5%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39380,S2018CO013011,40.03416,-105.55553,CO645,766495,7202B,"Leighcan family, till substratum-Cryaquolls complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,Leighcan,"Loamy-skeletal, mixed, superactive Typic Dystrocryepts",5.0,Leighcan family [26663606; 60%; No] | Cryaquolls [26663607; 25%; Yes] | Typic Cryaquepts [26663603; 5%; Yes] | Water [26663604; 5%; Unranked] | Frisco family [26663605; 5%; No],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Frisco family (26663605): weaker name/taxonomy score 10.0; Typic Cryaquepts (26663603): weaker name/taxonomy score 8.8; Water (26663604): weaker name/taxonomy score 5.4; Cryaquolls (26663607): weaker name/taxonomy score -16.2,26663606,Leighcan family,60,Yes,Inceptisols,Cryepts,Dystrocryepts,Typic Dystrocryepts,loamy-skeletal,till substratum,,Somewhat excessively drained,No,,
39381,S2018CO013014,40.05092,-105.54801,CO645,763012,8772C,"Moran family-Lithic Cryorthents-Leighcan family complex, 40 to 75 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Umbric Haplocryalfs",4.0,Moran family [26663718; 40%; No] | Lithic Cryorthents [26663719; 30%; No] | Leighcan family [26663720; 20%; No] | Rubble land [26663721; 10%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39382,S2018CO013015,40.04025,-105.57253,CO645,762986,7201B,"Leighcan family, till substratum, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Fine-loamy, mixed, superactive Aquic Humicryepts",4.0,Leighcan family [26663599; 85%; No] | Haplocryalfs [26663596; 5%; No] | Eutrocryepts [26663597; 5%; No] | Haplocryolls [26663598; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39383,S2018CO013016,40.04836,-105.54261,CO645,763003,7757D,"Leighcan-Catamount, moist families-Rock outcrop complex, 40 to 150 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Loamy-skeletal, mixed, superactive Typic Haplocryalfs",5.0,Leighcan family [26663433; 50%; No] | Catamount family [26663434; 25%; No] | Rock outcrop [26663432; 15%; No] | Scout family [26663430; 5%; No] | Legault family [26663431; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39384,S2018CO013018,40.05269,-105.58386,CO645,763013,8776B,"Moran family-Lithic Cryorthents-Rubble land complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Coarse-loamy, mixed, superactive Typic Humicryepts",4.0,Moran family [26663723; 60%; No] | Lithic Cryorthents [26663724; 20%; No] | Rubble land [26663725; 15%; No] | Leighcan family [26663722; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39385,S2018CO013022,40.03871,-105.557,CO645,762993,7701C,"Leighcan family, 40 to 75 percent slopes, south aspects",NIWO,C2018USCO112,Site_C NEON_4_NIWO,Leighcan,"Loamy-skeletal, mixed, superactive Typic Dystrocryepts",4.0,Leighcan family [26663635; 85%; No] | Catamount family [26663633; 5%; No] | Scout family [26663634; 5%; No] | Rock outcrop [26663636; 5%; No],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Catamount family (26663633): weaker name/taxonomy score 8.8; Scout family (26663634): weaker name/taxonomy score 7.0; Rock outcrop (26663636): weaker name/taxonomy score 3.5,26663635,Leighcan family,85,Yes,Inceptisols,Cryepts,Dystrocryepts,Typic Dystrocryepts,loamy-skeletal,south aspects,,Somewhat excessively drained,No,,
39386,S2018CO013026,40.04948,-105.57191,CO645,763012,8772C,"Moran family-Lithic Cryorthents-Leighcan family complex, 40 to 75 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,snd,"Coarse-loamy, mixed, superactive Typic Humicryepts",4.0,Moran family [26663718; 40%; No] | Lithic Cryorthents [26663719; 30%; No] | Leighcan family [26663720; 20%; No] | Rubble land [26663721; 10%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39387,S2018CO013029,40.05274,-105.566,CO645,763013,8776B,"Moran family-Lithic Cryorthents-Rubble land complex, 5 to 40 percent slopes",NIWO,C2018USCO112,Site_C NEON_4_NIWO,Leighcan,"Loamy-skeletal, mixed, superactive Typic Dystrocryepts",4.0,Moran family [26663723; 60%; No] | Lithic Cryorthents [26663724; 20%; No] | Rubble land [26663725; 15%; No] | Leighcan family [26663722; 5%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39388,S2018WY029001,44.91763,-110.41037,WY665,3056544,2996,"Shook-Badwater-Passcreek families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive Pachic Haplocryolls",3.0,Shook [27252199; 40%; No] | Badwater [27252200; 30%; No] | Passcreek [27252201; 15%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39389,S2018WY029004,44.96272,-110.59312,WY665,3056544,2996,"Shook-Badwater-Passcreek families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Loamy-skeletal, mixed, superactive Pachic Argicryolls",3.0,Shook [27252199; 40%; No] | Badwater [27252200; 30%; No] | Passcreek [27252201; 15%; No],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Passcreek (27252201): weaker name/taxonomy score 25.8; Shook (27252199): weaker name/taxonomy score 8.8,27252200,Badwater,30,Yes,Mollisols,Cryolls,Argicryolls,Pachic Argicryolls,loamy-skeletal,,Badwater,Well drained,No,,
39390,S2018WY029005,44.94827,-110.63152,WY665,3056522,2213,"Hobacker-Greyback-Shadow families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive Ustic Argicryolls",5.0,Hobacker [27252120; 40%; No] | Greyback [27252121; 25%; No] | Shadow [27252122; 15%; No] | Arrowpeak [27252123; 10%; No] | Rock outcrop [27252124; 10%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39391,S2018WY029007,44.91765,-110.42883,WY665,3056531,2546,"Arrowpeak-Hobacker families-Rock outcrop, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive Pachic Argicryolls",4.0,Arrowpeak [27252161; 35%; No] | Hobacker [27252162; 30%; No] | Rock outcrop [27252163; 15%; No] | Rubble land [27252164; 10%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39392,S2018WY029012,44.94451,-110.43388,WY665,3056530,2543,"Midfork-Arrowpeak, dry families-Rock outcrop, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Loamy-skeletal, mixed, superactive Pachic Haplocryolls",4.0,Midfork [27252157; 45%; No] | Arrowpeak [27252158; 25%; No] | Rock outcrop [27252159; 15%; No] | Rubble land [27252160; 5%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39394,S2018WY029019,44.95548,-110.49455,WY665,3056543,2924,"Hobacker-Libeg-Greyback families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive Ustic Haplocryolls",3.0,Hobacker [27252185; 31%; No] | Libeg [27252186; 29%; No] | Greyback [27252184; 25%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39395,S2018WY029021,44.90382,-110.4183,WY665,3056498,1324,"Como-Como, moderately deep-McCort families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Loamy-skeletal over fragmental, mixed, superactive Ustic Haplocryepts",3.0,Como [27252052; 45%; No] | Como [27252053; 25%; No] | McCort [27252054; 20%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39396,S2018WY029022,44.93846,-110.43203,WY665,3056490,522,"Rock outcrop-Hobacker family-Rubble land, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Loamy-skeletal, mixed, superactive Lithic Haplocryepts",4.0,Rock outcrop [27252027; 40%; No] | Hobacker [27252026; 30%; No] | Rubble land [27252028; 25%; No] | Kegsprings [27252025; 5%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39397,S2018WY029024,44.96801,-110.4919,WY665,3056543,2924,"Hobacker-Libeg-Greyback families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive, frigid Calcic Haplustepts",3.0,Hobacker [27252185; 31%; No] | Libeg [27252186; 29%; No] | Greyback [27252184; 25%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39398,S2018WY029025,44.96635,-110.5034,WY665,3056519,2246,"Arrowpeak-Lionhead-Midfork families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,snd,"Fine-loamy, mixed, superactive Ustic Argicryolls",7.0,Arrowpeak [27252137; 35%; No] | Lionhead [27252138; 20%; No] | Midfork [27252140; 20%; No] | Leavittville [27252139; 15%; No] | Kegsprings [27252136; 4%; No] | Oxyaquic Haplocryolls [27252134; 3%; No] | Typic Cryaquolls [27252135; 3%; Yes],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39399,S2018WY029029,44.93988,-110.64149,WY665,3056522,2213,"Hobacker-Greyback-Shadow families, complex",YELL,C2018USWY113,Site_C NEON_4_YELL,Shadow,"Loamy-skeletal, mixed, superactive Ustic Haplocryepts",5.0,Hobacker [27252120; 40%; No] | Greyback [27252121; 25%; No] | Shadow [27252122; 15%; No] | Arrowpeak [27252123; 10%; No] | Rock outcrop [27252124; 10%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Rock outcrop (27252124): weaker name/taxonomy score 3.9; Arrowpeak (27252123): weaker name/taxonomy score -6.0; Hobacker (27252120): weaker name/taxonomy score -10.0; Greyback (27252121): weaker name/taxonomy score -15.0,27252122,Shadow,15,Yes,Inceptisols,Cryepts,Haplocryepts,Ustic Haplocryepts,loamy-skeletal,,Shadow,Well drained,No,,
39413,S2018WA059009,45.83587,-112.001739,MT636,146488,62,"Kalsted sandy loam, 2 to 8 percent slopes",WREF,C2018USWA105,Site_C NEON_1_WREF,Vitric Hapludands,"Medial-skeletal, amorphic, frigid Vitric Hapludands",3.0,Kalsted [26945479; 90%; No] | Crago [26945477; 5%; No] | Scravo [26945478; 5%; No],UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39463,S2018AK185102,68.627798,-149.347657,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TS_ Historthel,"Coarse-silty, mixed, superactive Typic Historthels",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39464,S2018AK185103,68.640117,-149.6429,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,SS_ Hemistel,Typic Hemistels,7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39465,S2018AK185108,68.561111,-149.510549,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TD_Aquorthel,"Loamy-skeletal, mixed, superactive, acid Typic Aquorthels",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,"E45-Arctic rock outcrop and rubbleland (26846722): weaker name/taxonomy score 8.4; E45-Arctic sedge-organic drainageways, frozen (26846717): weaker name/taxonomy score 6.2; E45-Arctic scrub-organic frozen mounds (26846721): weaker name/taxonomy score -11.6; E45-Arctic dwarf scrub-gravelly till slopes (26846716): weaker name/taxonomy score -12.4; E45-Arctic tussock-gravelly frozen till slopes (26846719): weaker name/taxonomy score -12.8; E45-Arctic scrub-gravelly low flood plains (26846718): weaker name/taxonomy score -32.2",26846720,E45-Arctic scrub-sedge-gravelly frozen till slopes,18,Yes,Gelisols,Orthels,Aquorthels,Typic Aquorthels,loamy-skeletal,,MASTER,Poorly drained,Yes,2,6050008
39466,S2018AK185109,68.627221,-149.324681,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TS_Historthel,"Coarse-loamy, mixed, superactive, acid Typic Historthels",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39467,S2018AK185111,68.6258666,-149.5916611,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,OW_Sapristel,Dysic Typic Cryosaprists,7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39468,S2018AK185113,68.615093,-149.335225,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TS_Gelaquept,"Loamy-skeletal, mixed, superactive, nonacid Histic Gelaquepts",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39469,S2018AK185117,68.604999,-149.4926775,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,SS_Gelaquepts,"Loamy-skeletal, mixed, superactive, acid Typic Gelaquepts",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
39470,S2018AK185118,68.629877,-149.575813,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TD_ Gelaquent,"Loamy-skeletal, mixed, superactive, nonacid Typic Gelaquents",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
39471,S2018AK185119,68.6313465,-149.3634368,AK739,3375522,E45H2,Arctic Foothills-Arctic Upland-Glaciated Hills and Plains,TOOL,C2019USAK016,Site_C NEON_1_TOOL,TS_ Historthel,"Coarse-silty, mixed, superactive, acid Typic Historthels",7.0,"E45-Arctic tussock-gravelly frozen till slopes [26846719; 60%; Yes] | E45-Arctic scrub-sedge-gravelly frozen till slopes [26846720; 18%; Yes] | E45-Arctic dwarf scrub-gravelly till slopes [26846716; 12%; No] | E45-Arctic scrub-gravelly low flood plains [26846718; 4%; No] | E45-Arctic scrub-organic frozen mounds [26846721; 3%; No] | E45-Arctic sedge-organic drainageways, frozen [26846717; 2%; Yes] | E45-Arctic rock outcrop and rubbleland [26846722; 1%; No]",UNMATCHED,No candidate has adequate name or taxonomic agreement.,All candidates lack sufficient correspondence to the sampled pedon.,,,,,,,,,,,,,,,
