lay_id,layer_key,proj_id,lims_site_id,lims_pedon_id,lay_rpt_seq_num,lay_type,top_depth_cm,bottom_depth_cm,horizon_designation,horz_desgn_master,texture_description,texture_desc_abbrev,smp_id,smp_type,smp_condition,smp_status,samples_per_layer,user_site_id,horizontal_datum_name,latitude,longitude,coordinate_source,pedon_key,user_pedon_id,observation_date_id,pedon_status,lab_proj_name,project_focus,fiscal_year,project_source,proj_type,proj_status,taxon_name,taxonomic_order,taxonomic_suborder,taxonomic_great_group,country,county,state,mir_master_count,mir_scan_count,mir_passed_scan_count,mir_blank_qc_count,mir_first_scan_date,mir_last_scan_date,layer_thickness_cm,layer_midpoint_cm,surface_or_near_surface,depth_class,al_dithionite_pct,al_oxalate_pct,bulk_density_ovendry_g_cm3,bulk_density_third_bar_g_cm3,carbonate_pct,cec_nh4oac_cmol_kg,clay_pct,estimated_organic_carbon_pct,fe_dithionite_pct,fe_oxalate_pct,ph_cacl2,ph_water,sand_pct,silt_pct,total_carbon_pct,total_nitrogen_pct,total_sulfur_pct,water_retention_15bar_pct,water_retention_third_bar_pct,qc_flag_count,user_pedon_id_crosswalk,join_confidence,join_basis,nasis_horizon_row,nasis_user_pedon_id,nasis_nasis_horizon_sequence,nasis_horizon_designation,nasis_top_depth_cm,nasis_bottom_depth_cm,nasis_thickness_cm,nasis_field_texture,nasis_matrix_color_raw,nasis_matrix_color_name,nasis_matrix_munsell,nasis_matrix_hue,nasis_matrix_value,nasis_matrix_chroma,nasis_color_moisture_status,nasis_dry_munsell,nasis_moist_munsell,nasis_redox_raw,nasis_redox_feature_type,nasis_redox_concentration_rendered,nasis_redox_depletion_rendered,nasis_redox_percentages,nasis_redox_percentage_max,nasis_redox_abundance,nasis_redox_size,nasis_redox_contrast,nasis_redox_location,nasis_reduced_matrix_rendered,nasis_gley_rendered,nasis_wetness_morphology_raw,nasis_organic_horizon_or_material_rendered,nasis_raw_horizon_description,lab_fe_dith__analyte_66,lab_fe_mjelm__analyte_671,lab_fe_ox__analyte_60,lab_fe_pyp__analyte_73,lab_mn_dith__analyte_67,lab_mn_kcl__analyte_70,lab_mn_mjelm__analyte_673,lab_mn_ox__analyte_61,lab_mn_pyp__analyte_74,lab_mn_trelm__analyte_685,nasis_drainage_class,nasis_flooding,nasis_ponding,nasis_taxonomy,nasis_current_correlated_soil_name,nasis_certified_lab_pedon_description,nasis_record_origin,reference_group,overlap_0_30_cm
172932,16N01622,4878,28781,34946,38,horizon,0.0,5.0,Oi,O,Slightly decomposed plant material,SPM,242113,bulk,normal,submitted,1,S2015ND093028,WGS84,47.140568,-99.252037,standardized,16N0391,S2015ND093028,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:28,2016-04-09 14:50:29,5.0,2.5,True,0-10,0.0241111,0.055322,,,2.207622,55.2288252,37.8574778,20.4948,0.5435763,0.31049193,7.17,7.18,20.5,41.6,20.75847055,1.36310431,0.68640882,48.5391603,,0,S2015ND093028,EXACT,Designation and top/bottom depths agree,624.0,S2015ND093028,1.0,Oi,0.0,5.0,5.0,fragments,greenish black (10Y 2/1) slightly decomposed plant material,greenish black,10Y 2/1,10Y,2.0,1.0,,,,,,,,,,,,,,,,,1.0,"Oi—0 to 5 centimeters (0.0 to 2.0 inches); greenish black (10Y 2/1) slightly decomposed plant material; fragments; noneffervescent, by hcl, 1n; abrupt wavy boundary. Lab sample # 16N01622; moist when described; observed in pit, small",0.5435763,,0.31049193,,0.0832587,,,940.918297,,,poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS,HYDRIC_REFERENCE,5.0
172933,16N01623,4878,28781,34946,39,horizon,5.0,28.0,A,A,Silty clay loam,SICL,242114,bulk,normal,submitted,1,S2015ND093028,WGS84,47.140568,-99.252037,standardized,16N0391,S2015ND093028,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:29,2016-04-09 14:50:29,23.0,16.5,True,10-30,0.035058,0.06948229,1.81087943,1.28937694,0.052175,30.6571506,33.3769787,3.834,0.5481583,0.13864682,7.01,7.11,28.5,38.1,3.84122488,0.39293502,0.10782386,21.277205,28.0241824,0,S2015ND093028,EXACT,Designation and top/bottom depths agree,625.0,S2015ND093028,2.0,A,5.0,28.0,23.0,silty clay loam,"black (10YR 2/1), very dark gray (10YR 3/1), dry",very dark gray,10YR 3/1,10YR,3.0,1.0,,,,,,,,,,,,,,,,,,"A—5 to 28 centimeters (2.0 to 11.0 inches); black (10YR 2/1), very dark gray (10YR 3/1), dry; silty clay loam; 28 percent clay; weak medium subangular blocky, and moderate fine subangular blocky structure; slightly hard, friable, moderately sticky, moderately plastic; moderately slow permeability; many (6.0) fine roots throughout and many (6.0) coarse roots throughout; fragments; noneffervescent, by hcl, 1n; clear wavy boundary. Lab sample # 16N01623; moist when described; observed in pit, small",0.5481583,,0.13864682,,0.0729386,,,348.470624,,,poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS,HYDRIC_REFERENCE,23.0
172934,16N01624,4878,28781,34946,40,horizon,28.0,53.0,Btg,B,Silty clay,SIC,242115,bulk,normal,submitted,1,S2015ND093028,WGS84,47.140568,-99.252037,standardized,16N0391,S2015ND093028,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Parnell,mollisols,aquolls,argiaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:29,2016-04-09 14:50:30,25.0,40.5,False,30-60,0.0716732,0.08615088,1.93019645,1.51659448,1.059067,26.0343161,40.3838031,0.6228,0.6092137,0.10873519,7.67,7.82,29.8,29.8,0.75115896,0.08241883,0.03129829,18.9779379,21.1115149,0,S2015ND093028,EXACT,Designation and top/bottom depths agree,626.0,S2015ND093028,3.0,Btg,28.0,53.0,25.0,silty clay,"dark grayish brown (2.5Y 4/2), gray (2.5Y 5/1), dry",gray,2.5Y 5/1,2.5Y,5.0,1.0,,,,"5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",concentration,1.0,,5,5.0,,fine,distinct,,,,"5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix",,"Btg—28 to 53 centimeters (11.0 to 20.9 inches); dark grayish brown (2.5Y 4/2), gray (2.5Y 5/1), dry; silty clay; 38 percent clay; moderate medium prismatic parts to moderate fine angular blocky structure; hard, firm, very sticky, very plastic; slow permeability; common (2.0) very fine roots throughout and common (2.0) fine roots throughout; 90 percent distinct dark gray (2.5Y 4/1), moist, clay films on all faces of peds; 5 percent fine distinct light olive brown (2.5Y 5/4), moist, masses of oxidized iron in matrix; fragments; noneffervescent, by hcl, 1n; clear wavy boundary. Lab sample # 16N01624; moist when described; observed in pit, small. continuous - phpvsfiid 1142314; continuous - phpvsfiid 1142314",0.6092137,,0.10873519,,0.0659851,,,391.0941416,,,poorly,,frequent ponding for very long periods,"Fine, smectitic, frigid Vertic Argiaquolls",Parnell,yes,NASIS,HYDRIC_REFERENCE,2.0
172944,16N01634,4878,28783,34948,50,horizon,15.0,23.0,Ag1,A,Mucky Silt loam,MK-SIL,242125,bulk,normal,submitted,1,S2015ND093030,WGS84,47.137925,-99.243418,standardized,16N0393,S2015ND093030,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2019-07-30 07:47:28,2019-07-30 07:47:29,8.0,19.0,False,10-30,0.0,0.05355229,,,46.747907,33.2368762,49.6442555,8.26,0.2575374,0.20704869,7.78,7.95,12.0,38.4,13.86723653,0.79878465,0.36222738,32.1321321,,0,S2015ND093030,EXACT,Designation and top/bottom depths agree,636.0,S2015ND093030,2.0,Ag1,15.0,23.0,8.0,mucky silt loam,"black (2.5Y 2.5/1), dark gray (2.5Y 4/1), dry",dark gray,2.5Y 4/1,2.5Y,4.0,1.0,,,,,,,,,,,,,,,,,1.0,"Ag1—15 to 23 centimeters (5.9 to 9.1 inches); black (2.5Y 2.5/1), dark gray (2.5Y 4/1), dry; mucky silt loam; weak fine granular structure; slightly sticky, slightly plastic; moderate permeability; fragments; slight effervescence, by hcl, 1n; clear wavy boundary. Lab sample # 16N01634; wet when described; observed in pit, small",0.2575374,,0.20704869,,0.0729166,,,347.93862,,,very poorly,,frequent ponding for very long periods,"Fine-loamy, carbonatic, frigid Cumulic Endoaquolls",SND,yes,NASIS,HYDRIC_REFERENCE,8.0
172945,16N01635,4878,28783,34948,51,horizon,23.0,38.0,Ag2,A,Silty clay loam,SICL,242126,bulk,normal,submitted,1,S2015ND093030,WGS84,47.137925,-99.243418,standardized,16N0393,S2015ND093030,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Southam,mollisols,aquolls,endoaquolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-09 14:50:34,2016-04-09 14:50:35,15.0,30.5,False,30-60,0.0,0.04356046,,,50.409612,23.0563976,44.1257722,4.4508,0.2414537,0.16660138,7.73,7.89,18.1,37.8,10.49908095,0.43677007,0.20749172,24.6341883,,0,S2015ND093030,EXACT,Designation and top/bottom depths agree,637.0,S2015ND093030,3.0,Ag2,23.0,38.0,15.0,silty clay loam,"very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry",dark gray,2.5Y 4/1,2.5Y,4.0,1.0,,,,,,,,,,,,,,,,,,"Ag2—23 to 38 centimeters (9.1 to 15.0 inches); very dark gray (2.5Y 3/1), dark gray (2.5Y 4/1), dry; silty clay loam; weak fine subangular blocky parts to weak fine granular structure; moderately sticky, moderately plastic; moderately slow permeability; fragments; slight effervescence, by hcl, 1n; gradual wavy boundary. Lab sample # 16N01635; wet when described; observed in pit, small",0.2414537,,0.16660138,,0.0785327,,,321.4940244,,,very poorly,,frequent ponding for very long periods,"Fine-loamy, carbonatic, frigid Cumulic Endoaquolls",SND,yes,NASIS,HYDRIC_REFERENCE,7.0
172949,16N01639,4878,28784,34949,55,horizon,0.0,29.0,A,A,Silt loam,SIL,242130,bulk,normal,submitted,1,S2015ND093031,WGS84,47.128,-99.243,standardized,16N0394,S2015ND093031,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Tonka,mollisols,albolls,argialbolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-13 07:53:27,2016-04-13 07:53:27,29.0,14.5,True,10-30,0.0445615,0.07376575,,,,27.8213637,29.6515451,4.38,0.563982,0.33069653,5.47,5.94,22.7,47.6,4.37522224,0.40881178,0.06241401,18.9844638,,0,S2015ND093031,EXACT,Designation and top/bottom depths agree,641.0,S2015ND093031,1.0,A,0.0,29.0,29.0,silt loam,"very dark brown (10YR 2/2), very dark grayish brown (10YR 3/2), dry",very dark grayish brown,10YR 3/2,10YR,3.0,2.0,,,,,,,,,,,,,,,,,,"A—0 to 29 centimeters (0.0 to 11.4 inches); very dark brown (10YR 2/2), very dark grayish brown (10YR 3/2), dry; silt loam; slightly hard, friable, slightly sticky, slightly plastic; moderate permeability; many (6.0) very fine roots throughout and many (6.0) fine roots throughout; many (6.0) very fine tubular and many (6.0) fine tubular pores; fragments; noneffervescent, by hcl, 1n. Lab sample # 16N01639; moist when described; observed in auger, bucket",0.563982,,0.33069653,,0.0563808,,,511.6887877,,,poorly,,frequent ponding for long periods,"Fine, smectitic, frigid Argiaquic Argialbolls",Tonka,yes,NASIS,HYDRIC_REFERENCE,29.0
172950,16N01640,4878,28784,34949,56,horizon,29.0,35.0,EB,EB,Silt loam,SIL,242131,bulk,normal,submitted,1,S2015ND093031,WGS84,47.128,-99.243,standardized,16N0394,S2015ND093031,,not started,C2016USND034,Site_C NEON ND Stutsman Co.,2016,NEON,characterization,completed,Tonka,mollisols,albolls,argialbolls,United States,Stutsman,North Dakota,4,4,4.0,0.0,2016-04-13 07:53:27,2016-04-13 07:53:28,6.0,32.0,False,30-60,0.0548641,0.07555537,,,-0.004052,22.882534,30.0444674,2.02,0.6690826,0.43947865,5.55,6.1,21.8,48.2,2.02487341,0.19284509,0.01555202,16.1898498,,0,S2015ND093031,EXACT,Designation and top/bottom depths agree,642.0,S2015ND093031,2.0,EB,29.0,35.0,6.0,silt loam,"dark grayish brown (10YR 4/2), grayish brown (10YR 5/2), dry",grayish brown,10YR 5/2,10YR,5.0,2.0,,,,,,,,,,,,,,,,,,"EB—29 to 35 centimeters (11.4 to 13.8 inches); dark grayish brown (10YR 4/2), grayish brown (10YR 5/2), dry; silt loam; slightly hard, friable, moderately sticky, moderately plastic; moderate permeability; many (6.0) very fine roots throughout and many (6.0) fine roots throughout; many (6.0) very fine tubular and many (6.0) fine tubular pores; fragments; noneffervescent, by hcl, 1n. Lab sample # 16N01640; moist when described; observed in auger, bucket",0.6690826,,0.43947865,,0.0823739,,,1029.4286548,,,poorly,,frequent ponding for long periods,"Fine, smectitic, frigid Argiaquic Argialbolls",Tonka,yes,NASIS,HYDRIC_REFERENCE,1.0
175270,16N04064,4966,29278,35444,1,horizon,0.0,30.0,A1,A,Fine sandy loam,FSL,247266,bulk,normal,submitted,1,S2016ND059001,WGS84,46.805925,-100.915698,standardized,16N0916,S2016ND059001,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Parshall,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:32,2019-06-05 07:48:32,30.0,15.0,True,10-30,0.0490244,0.04056986,1.47444864,1.41163939,,10.2869285,8.1824277,1.31,1.0209127,0.07206757,5.83,6.43,74.6,17.2,1.30501041,0.1517454,0.01922108,6.1573034,12.0394056,0,S2016ND059001,EXACT,Designation and top/bottom depths agree,1248.0,S2016ND059001,1.0,A1,0.0,30.0,30.0,fine sandy loam,"dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist",very dark grayish brown,10YR 3/2,10YR,3.0,2.0,moist,10YR 4/2,10YR 3/2,,,,,,,,,,,,,,,"A1—0 to 30 centimeters (0.0 to 11.8 inches); dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist; fine sandy loam; 60 percent sand; 24 percent silt; 16 percent clay; weak medium subangular blocky parts to weak fine granular structure; soft, very friable, nonsticky, nonplastic; common (4.0) very fine roots throughout and common (2.0) fine roots throughout; common (12.0) very fine tubular pores; fragments; 16 Percent of Clay; 60 Percent of Sand; noneffervescent, by hcl, 1n; neutral, pH 6.8, pH meter; clear wavy boundary.; moist when described; observed in pit, small",1.0209127,,0.07206757,,0.0319607,,,246.6810692,,,well,none flooding,none ponding,"Coarse-loamy, mixed, superactive, frigid Pachic Haplustolls",Parshall,no,NASIS,NONHYDRIC_REFERENCE,30.0
175274,16N04068,4966,29279,35445,5,horizon,0.0,18.0,A,A,Silty clay loam,SICL,247270,bulk,normal,submitted,1,S2016ND059003,WGS84,46.800992,-100.916115,standardized,16N0917,S2016ND059003,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Wyola,mollisols,ustolls,argiustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:43,2019-06-05 07:48:44,18.0,9.0,True,0-10,0.1137625,0.12610087,1.26857485,1.13493325,,32.4934022,37.8405914,2.74,1.0069136,0.17590807,6.11,6.73,22.9,39.3,2.7443068,0.29216955,0.03965158,22.3544631,20.6432762,0,S2016ND059003,EXACT,Designation and top/bottom depths agree,1254.0,S2016ND059003,1.0,A,0.0,18.0,18.0,silty clay loam,"very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist",very dark brown,10YR 2/2,10YR,2.0,2.0,moist,10YR 3/2,10YR 2/2,,,,,,,,,,,,,,,"A—0 to 18 centimeters (0.0 to 7.1 inches); very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist; silty clay loam; 4 percent sand; 59 percent silt; 37 percent clay; moderate medium subangular blocky parts to moderate medium granular structure; moderately hard, firm, very sticky, very plastic; many (10.0) very fine roots throughout; many (7.0) very fine tubular pores; fragments; 37 Percent of Clay; 4 Percent of Sand; noneffervescent, by hcl, 1n; slightly alkaline, pH 7.5, pH meter; clear wavy boundary.; moist when described; observed in pit, small",1.0069136,,0.17590807,,0.0261563,,,308.129318,,,well,occasional flooding for brief periods,none ponding,"Fine, smectitic, frigid Vertic Argiustolls",Savage,no,NASIS,NONHYDRIC_REFERENCE,18.0
175275,16N04069,4966,29279,35445,6,horizon,18.0,29.0,Bt,B,Silty clay loam,SICL,247271,bulk,normal,submitted,1,S2016ND059003,WGS84,46.800992,-100.916115,standardized,16N0917,S2016ND059003,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Wyola,mollisols,ustolls,argiustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:46,2019-06-05 07:48:47,11.0,23.5,False,10-30,0.1042357,0.13569589,1.51348176,1.26532946,,32.1415345,38.2367456,1.7,1.0923029,0.18705157,6.58,7.27,25.1,36.7,1.69769643,0.19911254,0.02829494,20.6747638,27.3023053,0,S2016ND059003,EXACT,Designation and top/bottom depths agree,1255.0,S2016ND059003,2.0,Bt,18.0,29.0,11.0,silty clay loam,"brown (10YR 4/3), dark brown (10YR 3/3), moist",dark brown,10YR 3/3,10YR,3.0,3.0,moist,10YR 4/3,10YR 3/3,,,,,,,,,,,,,,,"Bt—18 to 29 centimeters (7.1 to 11.4 inches); brown (10YR 4/3), dark brown (10YR 3/3), moist; silty clay loam; 4 percent sand; 59 percent silt; 37 percent clay; moderate medium prismatic parts to moderate medium subangular blocky structure; moderately hard, firm, very sticky, very plastic; many (10.0) very fine roots throughout and few (1.0) fine roots throughout; many (10.0) fine tubular pores; 45 percent prominent very dark grayish brown (10YR 3/2), moist, clay films on all faces of peds; fragments; 37 Percent of Clay; 4 Percent of Sand; noneffervescent, by hcl, 1n; slightly alkaline, pH 7.6, pH meter; clear wavy boundary.; moist when described; observed in pit, small",1.0923029,,0.18705157,,0.023467,,,193.1056961,,,well,occasional flooding for brief periods,none ponding,"Fine, smectitic, frigid Vertic Argiustolls",Savage,no,NASIS,NONHYDRIC_REFERENCE,11.0
175276,16N04070,4966,29279,35445,7,horizon,29.0,51.0,Btk,B,Clay,C,247272,bulk,normal,submitted,1,S2016ND059003,WGS84,46.800992,-100.916115,standardized,16N0917,S2016ND059003,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Wyola,mollisols,ustolls,argiustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:49,2019-06-05 07:48:49,22.0,40.0,False,30-60,0.0631039,0.09323497,1.42358994,1.29402766,6.802779,23.8481266,31.3113716,0.934,0.9835312,0.1662329,7.83,8.44,34.8,33.9,1.7490065,0.13533979,0.02186258,15.6024096,23.3138963,0,S2016ND059003,EXACT,Designation and top/bottom depths agree,1256.0,S2016ND059003,3.0,Btk,29.0,51.0,22.0,clay,"grayish brown (10YR 5/2), dark grayish brown (10YR 4/2), moist",dark grayish brown,10YR 4/2,10YR,4.0,2.0,moist,10YR 5/2,10YR 4/2,,,,,,,,,,,,,,,"Btk—29 to 51 centimeters (11.4 to 20.1 inches); grayish brown (10YR 5/2), dark grayish brown (10YR 4/2), moist; clay; 25 percent sand; 30 percent silt; 45 percent clay; moderate medium prismatic parts to moderate medium subangular blocky structure; moderately hard, firm, very sticky, very plastic; many (10.0) very fine roots throughout and few (1.0) fine roots throughout; many (10.0) fine tubular pores; 40 percent prominent very dark brown (10YR 2/2), moist, clay films on all faces of peds; carbonate, finely disseminated throughout; fragments; 45 percent of Clay; 47 percent of Sand; violent effervescence, by hcl, 1n; moderately alkaline, pH 8.0, pH meter; clear wavy boundary.; moist when described; observed in pit, small",0.9835312,,0.1662329,,0.0210578,,,144.5503438,,,well,occasional flooding for brief periods,none ponding,"Fine, smectitic, frigid Vertic Argiustolls",Savage,no,NASIS,NONHYDRIC_REFERENCE,1.0
175278,16N04072,4966,29280,35446,9,horizon,0.0,4.0,Oi,O,Slightly decomposed plant material,SPM,247274,bulk,normal,submitted,1,S2016ND059005,WGS84,46.768943,-100.917042,standardized,16N0918,S2016ND059005,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Temvik,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:55,2019-06-05 07:48:56,4.0,2.0,True,0-10,0.0845575,0.09150817,,,,33.0631138,24.3789,6.81,0.7995976,0.12009185,5.83,6.04,17.1,58.5,6.80586534,0.57922258,0.08481474,29.1142857,,0,S2016ND059005,EXACT,Designation and top/bottom depths agree,1259.0,S2016ND059005,1.0,Oi,0.0,4.0,4.0,fragments,slightly decomposed plant material,,,,,,,,,,,,,,,,,,,,,,1.0,"Oi—0 to 4 centimeters (0.0 to 1.6 inches); slightly decomposed plant material; fragments.; moist when described; observed in auger, bucket",0.7995976,,0.12009185,,0.0466,,,368.6587597,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Typic Haplustolls",Temvik,no,NASIS,NONHYDRIC_REFERENCE,4.0
175279,16N04073,4966,29280,35446,10,horizon,4.0,20.0,A,A,Silt loam,SIL,247275,bulk,normal,submitted,1,S2016ND059005,WGS84,46.768943,-100.917042,standardized,16N0918,S2016ND059005,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Temvik,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:48:58,2019-06-05 07:48:59,16.0,12.0,True,10-30,0.0865756,0.10823604,,,,23.6388789,23.3344406,3.18,0.8325264,0.14066706,5.51,5.91,18.9,57.8,3.17797699,0.32911089,0.04525275,13.9478261,,0,S2016ND059005,EXACT,Designation and top/bottom depths agree,1260.0,S2016ND059005,2.0,A,4.0,20.0,16.0,silt loam,"very dark gray (10YR 3/1), black (10YR 2/1), moist",black,10YR 2/1,10YR,2.0,1.0,moist,10YR 3/1,10YR 2/1,,,,,,,,,,,,,,,"A—4 to 20 centimeters (1.6 to 7.9 inches); very dark gray (10YR 3/1), black (10YR 2/1), moist; silt loam; 5 percent sand; 69 percent silt; 26 percent clay; slightly hard, friable, moderately sticky, moderately plastic; common (4.0) very fine roots throughout and few (1.0) fine roots throughout; common (4.0) very fine tubular and few (1.0) fine tubular pores; fragments; 26 percent of Clay; 5 percent of Sand; noneffervescent, by hcl, 1n; neutral, pH 7.0, pH meter.; moist when described; observed in auger, bucket",0.8325264,,0.14066706,,0.0423609,,,405.8851388,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Typic Haplustolls",Temvik,no,NASIS,NONHYDRIC_REFERENCE,16.0
175280,16N04074,4966,29280,35446,11,horizon,20.0,35.0,Bw1,B,Silty clay loam,SICL,247276,bulk,normal,submitted,1,S2016ND059005,WGS84,46.768943,-100.917042,standardized,16N0918,S2016ND059005,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Temvik,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2019-06-05 07:49:01,2019-06-05 07:49:01,15.0,27.5,False,10-30,0.117734,0.17224961,,,,22.130618,29.580607,1.41,1.0732782,0.2038873,6.24,6.93,18.6,51.8,1.41334642,0.18569515,0.03094919,14.5387454,,0,S2016ND059005,EXACT,Designation and top/bottom depths agree,1261.0,S2016ND059005,3.0,Bw1,20.0,35.0,15.0,silty clay loam,"light olive brown (2.5Y 5/3), olive brown (2.5Y 4/3), moist",olive brown,2.5Y 4/3,2.5Y,4.0,3.0,moist,2.5Y 5/3,2.5Y 4/3,,,,,,,,,,,,,,,"Bw1—20 to 35 centimeters (7.9 to 13.8 inches); light olive brown (2.5Y 5/3), olive brown (2.5Y 4/3), moist; silty clay loam; 5 percent sand; 63 percent silt; 32 percent clay; moderately hard, firm, moderately sticky, moderately plastic; common (3.0) very fine roots throughout; common (3.0) very fine tubular pores; fragments; 32 Percent of Clay; 5 Percent of Sand; noneffervescent, by hcl, 1n; neutral, pH 7.2, pH meter.; moist when described; observed in auger, bucket",1.0732782,,0.2038873,,0.0430886,,,406.9223971,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Typic Haplustolls",Temvik,no,NASIS,NONHYDRIC_REFERENCE,10.0
175309,16N04103,4966,29287,35453,40,horizon,0.0,30.0,A,A,Silt loam,SIL,247305,bulk,normal,submitted,1,S2016ND059017,WGS84,46.764807,-100.921602,standardized,16N0925,S2016ND059017,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Wilton,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:57:54,2016-12-13 08:57:55,30.0,15.0,True,10-30,0.1007503,0.10859633,,,,24.523028,25.0657037,2.84,1.074304,0.12369414,6.09,6.65,18.5,56.4,2.84041757,0.26854857,0.02788774,12.6587302,,0,S2016ND059017,EXACT,Designation and top/bottom depths agree,1300.0,S2016ND059017,1.0,A,0.0,30.0,30.0,silt loam,"very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist",very dark brown,10YR 2/2,10YR,2.0,2.0,moist,10YR 3/2,10YR 2/2,,,,,,,,,,,,,,,"A—0 to 30 centimeters (0.0 to 11.8 inches); very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist; silt loam; 10 percent sand; 68 percent silt; 22 percent clay; moderate medium granular structure; slightly hard, friable, slightly sticky, slightly plastic; 6.0 very fine roots throughout; 5.0 very fine tubular pores; fragments; noneffervescent, by hcl, 1n; clear wavy boundary.; moist when described; observed in pit, small",1.074304,,0.12369414,,0.0607657,,,408.7190737,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Pachic Haplustolls",Wilton,no,NASIS,NONHYDRIC_REFERENCE,30.0
