lims_pedon_id,user_pedon_id,latitude,longitude,areasymbol,mukey,musym,muname,likely_neon_site_code,lab_proj_name,submit_proj_name,nasis_taxon_name,nasis_taxonomy,candidate_component_count,candidate_components,match_confidence,match_evidence,alternatives_rejected,selected_cokey,selected_compname,selected_comppct_r,selected_majcompflag,selected_taxorder,selected_taxsuborder,selected_taxgrtgroup,selected_taxsubgrp,selected_taxpartsize,selected_localphase,selected_otherph,selected_drainagecl,selected_hydricrating,selected_hydric_criteria,selected_hydric_criteria_keys
35458,S2016ND059024,46.766155,-100.92129,ND059,2520776.0,E3755A,"Temvik-Wilton silt loams, 0 to 3 percent slopes",NOGP,C2016USND122,Site_C NEON_10_NOGP,Wilton,"Fine-silty, mixed, superactive, frigid Pachic Haplustolls",4.0,Temvik [27700237; 51%; No] | Wilton [27700240; 38%; No] | Williams [27700238; 9%; No] | Grassna [27700239; 2%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Grassna (27700239): weaker name/taxonomy score 65.4; Temvik (27700237): weaker name/taxonomy score 45.8; Williams (27700238): weaker name/taxonomy score 15.0,27700240.0,Wilton,38.0,Yes,Mollisols,Ustolls,Haplustolls,Pachic Haplustolls,fine-silty,,,Well drained,No,,
35459,S2016ND059027,46.80096,-100.904767,ND059,2494863.0,E2601C,"Amor-Cabba loams, 6 to 9 percent slopes",NOGP,C2016USND122,Site_C NEON_10_NOGP,Grail,"Fine, smectitic, frigid Pachic Vertic Argiustolls",5.0,Amor [27699635; 49%; No] | Cabba [27699636; 32%; No] | Shambo [27699632; 9%; No] | Regent [27699633; 5%; No] | Chama [27699634; 5%; No],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Amor (27699635): weaker name/taxonomy score 27.8; Chama (27699634): weaker name/taxonomy score 27.0; Shambo (27699632): weaker name/taxonomy score 26.4; Cabba (27699636): weaker name/taxonomy score -33.0,27699633.0,Regent,5.0,No ,Mollisols,Ustolls,Argiustolls,Vertic Argiustolls,fine,,,Well drained,No,,
35460,S2016ND059030,46.781328,-100.921798,ND059,1718353.0,E2601D,"Amor-Cabba loams, 9 to 15 percent slopes",NOGP,C2016USND122,Site_C NEON_10_NOGP,Bryant,"Fine-silty, mixed, superactive, frigid Typic Haplustolls",5.0,Amor [27699640; 51%; No] | Cabba [27699639; 33%; No] | Chama [27699638; 9%; No] | Shambo [27699637; 5%; No] | Arnegard [27699641; 2%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
35461,S2016ND059029,46.790985,-100.921822,ND059,2699155.0,E2617F,"Cabba-Chama-Shambo loams, 9 to 50 percent slopes",NOGP,C2016USND122,Site_C NEON_10_NOGP,Amor,"Fine-loamy, mixed, superactive, frigid Typic Haplustolls",6.0,Cabba [27699643; 41%; No] | Chama [27699644; 27%; No] | Shambo [27699645; 15%; No] | Amor [27699646; 10%; No] | Arnegard [27699647; 5%; No] | Rock outcrop [27699642; 2%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Shambo (27699645): weaker name/taxonomy score 81.0; Arnegard (27699647): weaker name/taxonomy score 51.7; Chama (27699644): weaker name/taxonomy score 15.6; Rock outcrop (27699642): weaker name/taxonomy score 4.4; Cabba (27699643): weaker name/taxonomy score -12.2,27699646.0,Amor,10.0,No ,Mollisols,Ustolls,Haplustolls,Typic Haplustolls,fine-loamy,,,Well drained,No,,
37473,S2017ND093001,47.2077,-99.166983,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Zahl,"Fine-loamy, mixed, superactive, frigid Typic Calciustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Max (27719278): weaker name/taxonomy score 30.0; Noonan (27719276): weaker name/taxonomy score 27.0; Bowbells (27719280): weaker name/taxonomy score 25.8; Parnell (27719279): weaker name/taxonomy score 12.7; Hamerly (27719281): weaker name/taxonomy score 12.7; Tonka (27719274): weaker name/taxonomy score 7.8; Wabek (27719275): weaker name/taxonomy score 7.8,27719277.0,Zahl,54.0,Yes,Mollisols,Ustolls,Calciustolls,Typic Calciustolls,fine-loamy,,"A,L,15-35,wd,range,osd,SD",Well drained,No,,
37474,S2017ND093004,47.171435,-99.051345,ND093,2581364.0,G273B,"Sioux-Arvilla complex, 2 to 6 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Sioux,"Sandy or sandy-skeletal, mixed, superactive, frigid Entic Hapludolls",7.0,Sioux [27720215; 55%; No] | Arvilla [27720218; 26%; No] | Renshaw [27720217; 5%; No] | Osakis [27720216; 4%; No] | Lohnes [27720219; 4%; No] | Arvilla [27720220; 4%; No] | Wyrene [27720214; 2%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Lohnes (27720219): weaker name/taxonomy score 66.4; Osakis (27720216): weaker name/taxonomy score 46.4; Renshaw (27720217): weaker name/taxonomy score 45.8; Arvilla (27720220): weaker name/taxonomy score 45.8; Arvilla (27720218): weaker name/taxonomy score 45.8; Wyrene (27720214): weaker name/taxonomy score 0.0,27720215.0,Sioux,55.0,Yes,Mollisols,Udolls,Hapludolls,Entic Hapludolls,sandy-skeletal,,"A-grsl,2-6%,ed,osd",Excessively drained,No,,
37475,S2017ND093007,47.16331,-99.115947,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Williams,"Fine-loamy, mixed, superactive, frigid Typic Argiustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37476,S2017ND093010,47.21001167,-99.17216167,ND093,2566844.0,C165F,"Zahl-Max-Parnell complex, 0 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Grail,"Fine, smectitic, frigid Vertic Argiustolls",8.0,Zahl [27720397; 33%; No] | Max [27720396; 26%; No] | Parnell [27720398; 22%; Yes] | Bowbells [27720399; 6%; No] | Vallers [27720393; 4%; Yes] | Wabek [27720392; 3%; No] | Noonan [27720394; 3%; No] | Tonka [27720395; 3%; Yes],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37477,S2017ND093011,47.201977,-99.173992,ND093,2566829.0,C132C,"Williams-Zahl-Zahill complex, 6 to 9 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Bowbells,"Fine-loamy, mixed, superactive, frigid Pachic Argiustolls",7.0,Williams [27720406; 50%; No] | Zahl [27720407; 20%; No] | Zahill [27720409; 15%; No] | Bowbells [27720412; 9%; No] | Hamerly [27720411; 3%; No] | Parnell [27720410; 2%; Yes] | Noonan [27720408; 1%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Williams (27720406): weaker name/taxonomy score 57.5; Zahl (27720407): weaker name/taxonomy score 25.8; Noonan (27720408): weaker name/taxonomy score 25.0; Parnell (27720410): weaker name/taxonomy score 14.0; Hamerly (27720411): weaker name/taxonomy score 9.3; Zahill (27720409): weaker name/taxonomy score -10.0,27720412.0,Bowbells,9.0,No ,Mollisols,Ustolls,Argiustolls,Pachic Argiustolls,fine-loamy,,"A,L,3-6%,mwd,ESD-LO,cult,osd,SD,TPFY17",Moderately well drained,No,,
37478,S2017ND093014,47.119373,-99.057563,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Arnegard,"Fine-loamy, mixed, superactive, frigid Pachic Haplustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37479,S2017ND093016,47.15684333,-99.11399,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Bowbells,"Fine-loamy, mixed, superactive, frigid Pachic Argiustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Zahl (27719277): weaker name/taxonomy score 25.8; Noonan (27719276): weaker name/taxonomy score 25.0; Max (27719278): weaker name/taxonomy score 20.0; Wabek (27719275): weaker name/taxonomy score 16.2; Parnell (27719279): weaker name/taxonomy score 14.0; Hamerly (27719281): weaker name/taxonomy score 9.3; Tonka (27719274): weaker name/taxonomy score 5.4,27719280.0,Bowbells,18.0,Yes,Mollisols,Ustolls,Argiustolls,Pachic Argiustolls,fine-loamy,,"A,L,6-9,mwd,cult,ESD-LO,osd,SD",Moderately well drained,No,,
37480,S2017ND093020,47.169265,-99.05691833,ND093,2581321.0,G143C,"Barnes-Buse-Langhei loams, 6 to 9 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Aastad,"Fine-loamy, mixed, superactive, frigid Pachic Argiudolls",9.0,Barnes [27719402; 26%; No] | Buse [27719407; 25%; No] | Langhei [27719406; 18%; No] | Svea [27719401; 14%; No] | Sioux [27719403; 5%; No] | Parnell [27719404; 3%; Yes] | Tonka [27719405; 3%; Yes] | Cresbard [27719408; 3%; No] | Lanona [27719409; 3%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37481,S2017ND093022,47.154924,-99.10682,ND093,3312341.0,C24A,"Parnell silty clay loam, 0 to 1 percent slopes, Missouri Coteau",DCFS,C2017USND099,Site_C NEON_10_DCFS,Badger,"Fine, smectitic, frigid Vertic Argiaquolls",7.0,Parnell [27720308; 64%; Yes] | Vallers [27720307; 10%; Yes] | Tonka [27720309; 10%; Yes] | Southam [27720310; 10%; Yes] | Hamerly [27720312; 3%; No] | Vallers [27720306; 2%; Yes] | Heil [27720311; 1%; Yes],MEDIUM,No name match; unique candidate supported by at least three taxonomic ranks.,Hamerly (27720312): weaker name/taxonomy score 36.2; Vallers (27720306): weaker name/taxonomy score 36.2; Vallers (27720307): weaker name/taxonomy score 36.2; Southam (27720310): weaker name/taxonomy score 25.4; Tonka (27720309): weaker name/taxonomy score 6.4; Heil (27720311): weaker name/taxonomy score -13.0,27720308.0,Parnell,64.0,Yes,Mollisols,Aquolls,Argiaquolls,Vertic Argiaquolls,fine,,"A,SiCL,0-1,vpd,53B-DSM,SD,TP,FY23",Very poorly drained,Yes,2; 3,6268276; 6268277
37482,S2017ND093023,47.21084,-99.171025,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Williams,"Fine-loamy, mixed, superactive, frigid Typic Argiustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37483,S2017ND093027,47.205558,-99.17562,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Bowbells,"Fine-loamy, superactive, frigid Pachic Argiustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Zahl (27719277): weaker name/taxonomy score 25.8; Noonan (27719276): weaker name/taxonomy score 25.0; Max (27719278): weaker name/taxonomy score 20.0; Wabek (27719275): weaker name/taxonomy score 16.2; Parnell (27719279): weaker name/taxonomy score 14.0; Hamerly (27719281): weaker name/taxonomy score 9.3; Tonka (27719274): weaker name/taxonomy score 5.4,27719280.0,Bowbells,18.0,Yes,Mollisols,Ustolls,Argiustolls,Pachic Argiustolls,fine-loamy,,"A,L,6-9,mwd,cult,ESD-LO,osd,SD",Moderately well drained,No,,
37484,S2017ND093029,47.199308,-99.174098,ND093,2566846.0,C156F,"Zahl-Max-Bowbells loams, 6 to 35 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Grail,"Fine, smectitic, nonacid, frigid Pachic Vertic Argiustolls",8.0,Zahl [27719277; 54%; No] | Max [27719278; 22%; No] | Bowbells [27719280; 18%; No] | Parnell [27719279; 2%; Yes] | Tonka [27719274; 1%; Yes] | Wabek [27719275; 1%; No] | Noonan [27719276; 1%; No] | Hamerly [27719281; 1%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37485,S2017ND093030,47.17089667,-99.05664167,ND093,2581363.0,G273A,"Sioux-Arvilla complex, 0 to 2 percent slopes",DCFS,C2017USND099,Site_C NEON_10_DCFS,Renshaw,"Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Calcic Hapludolls",5.0,Sioux [27720229; 50%; No] | Arvilla [27720231; 36%; No] | Divide [27720228; 5%; No] | Osakis [27720230; 5%; No] | Arvilla [27720232; 4%; No],AMBIGUOUS,Multiple plausible candidates remain without a decisive name/taxonomy margin.,No plausible alternative rejected.,,,,,,,,,,,,,,,
37486,S2017ND093063,47.164857,-99.110863,ND093,3312341.0,C24A,"Parnell silty clay loam, 0 to 1 percent slopes, Missouri Coteau",DCFS,C2017USND099,Site_C NEON_10_DCFS,Parnell,"Fine, smectitic, frigid Vertic Argiaquolls",7.0,Parnell [27720308; 64%; Yes] | Vallers [27720307; 10%; Yes] | Tonka [27720309; 10%; Yes] | Southam [27720310; 10%; Yes] | Hamerly [27720312; 3%; No] | Vallers [27720306; 2%; Yes] | Heil [27720311; 1%; Yes],EXACT,Unique exact normalized NASIS taxon/component-name match within the intersected map unit.,Hamerly (27720312): weaker name/taxonomy score 35.0; Vallers (27720306): weaker name/taxonomy score 35.0; Vallers (27720307): weaker name/taxonomy score 35.0; Southam (27720310): weaker name/taxonomy score 25.0; Tonka (27720309): weaker name/taxonomy score 5.8; Heil (27720311): weaker name/taxonomy score -7.3,27720308.0,Parnell,64.0,Yes,Mollisols,Aquolls,Argiaquolls,Vertic Argiaquolls,fine,,"A,SiCL,0-1,vpd,53B-DSM,SD,TP,FY23",Very poorly drained,Yes,2; 3,6268276; 6268277
