wavenumber_cm1,hydric_mean_snv,nonhydric_mean_snv,snv_standardized_difference
3804.0,-1.5801270376862981,-1.5487083263785093,-0.5031469677073374
3802.0,-1.5804804389490261,-1.548755971632736,-0.4996300828867939
3800.0,-1.5772157958218878,-1.5459333071760462,-0.4961509436797709
3798.0,-1.570616543834447,-1.540301692409718,-0.49350182605318504
3796.0,-1.564423617553423,-1.5349064673403428,-0.49059072230465167
3794.0,-1.5587066487184824,-1.5299302581953216,-0.48643084581572354
3792.0,-1.553967861290611,-1.5257724042429939,-0.481872954519719
3790.0,-1.5505124057496622,-1.5226075837378938,-0.4779727035262315
3788.0,-1.547724040325399,-1.5199192005703197,-0.4746020906448567
3786.0,-1.5452653208570788,-1.5174992745474691,-0.47118479352567727
3784.0,-1.5426795371927056,-1.5150349285668292,-0.4672825102285389
3782.0,-1.5407923898100606,-1.5131295535605507,-0.46493023088246416
3780.0,-1.5396529967743506,-1.5118523229471028,-0.4628570366597526
3778.0,-1.535511179511069,-1.5080845754789296,-0.4577823175322842
3776.0,-1.5283144981007484,-1.501665386936388,-0.45043071366248694
3774.0,-1.5230862300071397,-1.4968138088621432,-0.44480162037848825
3772.0,-1.521230420615728,-1.494736794997025,-0.44181004182648914
3770.0,-1.520036958280166,-1.4933017826862858,-0.437325200781102
3768.0,-1.5160701488110262,-1.4896057091116142,-0.4306890034013313
3766.0,-1.5099112148376348,-1.4840197321502608,-0.423344875697515
3764.0,-1.5034502660785531,-1.4781514588806062,-0.415464454992761
3762.0,-1.4983295691069332,-1.4733367841916478,-0.4087004016924717
3760.0,-1.4948273446296396,-1.4698100479801772,-0.4029566500078183
3758.0,-1.4901555622837026,-1.4653326079193143,-0.39533970158901677
3756.0,-1.484722703569208,-1.4601748789034017,-0.38758316652822067
3754.0,-1.4830320483397763,-1.4579535880460415,-0.38254767393525574
3752.0,-1.4846076883166144,-1.4584733104625527,-0.3744531847614923
3750.0,-1.480676615308134,-1.4546693599851228,-0.36008408290351096
3748.0,-1.4704742555814982,-1.445704006811425,-0.3451586819749048
3746.0,-1.46208242238423,-1.4380503656294785,-0.3315094146458778
3744.0,-1.4507966092507851,-1.4281063040763329,-0.31225700208480606
3742.0,-1.4335692437105672,-1.4135232736425154,-0.2863766576419055
3740.0,-1.4203342825154792,-1.402024703996886,-0.2667361730983185
3738.0,-1.4150009210322032,-1.3965491823560479,-0.25980756460632887
3736.0,-1.4099240030035343,-1.3907928676864263,-0.25367735735367236
3734.0,-1.3948929726238084,-1.3762432056934244,-0.24134404545466742
3732.0,-1.370367696817079,-1.3534893963432193,-0.22211410641093937
3730.0,-1.3455179731252092,-1.3305671048222525,-0.1992562765730944
3728.0,-1.3241832352640999,-1.3104031157105873,-0.18086416469244063
3726.0,-1.3024293158102263,-1.2892742326761117,-0.16584801561020648
3724.0,-1.2757645510324243,-1.2634645353627376,-0.14795428812145142
3722.0,-1.2425377390953636,-1.2315461969035622,-0.1259776068100194
3720.0,-1.202532751867791,-1.1933262929544015,-0.09996905597213064
3718.0,-1.1574610918211576,-1.150352949275577,-0.07262996870219282
3716.0,-1.1110658586183961,-1.1059314187808647,-0.04897243692112058
3714.0,-1.0639195555990932,-1.0602994309579885,-0.03184395577824228
3712.0,-1.0061363321390282,-1.0041656851531995,-0.015726750673757048
3710.0,-0.9307108618774821,-0.9320250432864421,0.009574774072282738
3708.0,-0.8496184230881421,-0.8563698942349703,0.04608749126665133
3706.0,-0.7727767596115194,-0.7857031307887583,0.08375594309874593
3704.0,-0.6980750208511045,-0.7169836228950194,0.11643930499509081
3702.0,-0.621932265263758,-0.646567000782089,0.14460784718558972
3700.0,-0.5535209667514392,-0.5825841683642214,0.16533224044077255
3698.0,-0.5097642141828708,-0.5398438783121724,0.16986794066393338
3696.0,-0.4945812352449545,-0.5215268125521431,0.15376835067135555
3694.0,-0.5008530762776001,-0.5219346818880661,0.1223795775595827
3692.0,-0.5200185315623618,-0.534373509432869,0.08462109188386098
3690.0,-0.539255573056314,-0.5477964400327128,0.0509093299241682
3688.0,-0.5409163146372424,-0.5466665121407939,0.034598359699854336
3686.0,-0.5225168298303615,-0.5286000896236911,0.036754239276246284
3684.0,-0.49583057069228237,-0.5033408125778687,0.04513482443264995
3682.0,-0.46551861867085914,-0.47450202271136216,0.05321114248144384
3680.0,-0.43220019831326245,-0.4426066955610267,0.06037332872558488
3678.0,-0.3980836382610888,-0.40959475691270997,0.06515112117887291
3676.0,-0.35339712203748924,-0.3662873528750901,0.07059164446565153
3674.0,-0.2946480676658809,-0.31043890927040296,0.083860757936646
3672.0,-0.2428409085666608,-0.2616602088168354,0.09815376990231799
3670.0,-0.19265146645209472,-0.21329101893404515,0.10552017610603887
3668.0,-0.13578255492377048,-0.15854209697691926,0.11389296714261594
3666.0,-0.0868206403864811,-0.11210096125664717,0.12511013950831296
3664.0,-0.04404546671573008,-0.07108408634733647,0.1325800632453545
3662.0,-0.0021593195657062304,-0.030513935709152586,0.13740657405813417
3660.0,0.03813896139491767,0.008621502785925432,0.14137216029908595
3658.0,0.07768240278367708,0.04717767423133938,0.14436169746498975
3656.0,0.11906667281870134,0.08745551418039413,0.1477337613277007
3654.0,0.15647575468241928,0.12370703768312948,0.15164529247709937
3652.0,0.1817783919541484,0.148753832079881,0.15202133055425215
3650.0,0.20418407742225098,0.17162848184430846,0.1489846968118792
3648.0,0.23749841071917666,0.2043839875440789,0.15056111920885043
3646.0,0.2768499576084885,0.24153552207774395,0.16003593666847177
3644.0,0.3103122960254837,0.27265220529725415,0.17055129233244157
3642.0,0.3374721149685914,0.2982360739620117,0.1777409662424914
3640.0,0.3617914972200594,0.3214600813476336,0.18276892940598946
