wavenumber_cm1,mean_delta,median_delta,hydric_lower_count,hydric_higher_count,269180_minus_269142,242130_minus_247323,242114_minus_269150,242107_minus_247270,242125_minus_247310
3960.0,-0.045374909880685356,-0.05816370863987452,4,1,-0.08182606678154958,-0.05816370863987452,-0.06906129177623987,0.01320005382619982,-0.031023536031962617
3958.0,-0.04529473940844979,-0.05808170632435994,4,1,-0.08174205359632647,-0.05808170632435994,-0.0688478464494584,0.013237126428792045,-0.031039217100896188
3956.0,-0.04526994224108436,-0.05802310299623281,4,1,-0.08172833298846216,-0.05802310299623281,-0.06873048765732426,0.013140083173144967,-0.031007870736547538
3954.0,-0.04533406574812178,-0.05796668238788483,4,1,-0.08177034709396547,-0.05796668238788483,-0.06872759964338093,0.012577934483165798,-0.030783634098543455
3952.0,-0.04558647184639568,-0.05790943485226707,4,1,-0.08198532322553254,-0.05790943485226707,-0.06896307873909091,0.011060331889827468,-0.03013485430491536
3950.0,-0.045893142178082026,-0.057781186212297,4,1,-0.08237417479858178,-0.057781186212297,-0.06934065205162954,0.009250254913981237,-0.02921995274188305
3948.0,-0.0459308747886773,-0.05764452696141853,4,1,-0.08255394049504727,-0.05764452696141853,-0.0693615471662199,0.008846657193924523,-0.02894101651462533
3946.0,-0.0458711868599095,-0.057619239235912945,4,1,-0.0824980784087519,-0.057619239235912945,-0.06911828333665637,0.009175547866791867,-0.029295881185018136
3944.0,-0.04603438375648463,-0.05759282620346018,4,1,-0.08266302409180804,-0.05759282620346018,-0.06906884406483838,0.00841552758516606,-0.02926275200748263
3942.0,-0.04599093410623878,-0.057456225407827466,4,1,-0.08276095883998114,-0.057456225407827466,-0.06876893479431256,0.008470460550392023,-0.02943901203946475
3940.0,-0.045568411442174474,-0.05746229305835904,4,1,-0.08226527162119668,-0.05746229305835904,-0.06794962396214221,0.010586692274200171,-0.030751560843374603
3938.0,-0.04536434163659484,-0.057631406898613236,4,1,-0.08174022010201276,-0.057631406898613236,-0.06749465056062265,0.011998013591588252,-0.03195344421331381
3936.0,-0.045711676217526254,-0.057743602134135985,4,1,-0.0817875007273996,-0.057743602134135985,-0.0678755625504448,0.010812211277265504,-0.03196392695291639
3934.0,-0.04642805729504902,-0.057726589403277906,4,1,-0.08239653372958422,-0.057726589403277906,-0.06869477056272966,0.007537344105009058,-0.03085973688466237
3932.0,-0.04680790062167093,-0.057420169326940274,4,1,-0.0829688525256631,-0.057420169326940274,-0.06895124764769545,0.005228978245046756,-0.02992821185310257
3930.0,-0.046476306479775034,-0.057144771333127675,4,1,-0.0827741315658499,-0.057144771333127675,-0.0681763793279555,0.006428183425024159,-0.03071443359696624
3928.0,-0.04622816942378272,-0.05730828515626363,4,1,-0.08225578292856928,-0.05730828515626363,-0.06744310148961707,0.00803216352292302,-0.032165841067386625
